prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.18354383	-100.0	-100.0	-0.5438404	-0.4444461	-100.0	-0.2845339	-100.0	-0.25177538	-100.0	-0.9099625	-100.0	-0.6811908	-100.0	-0.21004333	-100.0	-0.35586852	-100.0	-0.39064556	-100.0	-0.70607746	-100.0	-0.3345922	-100.0	-0.27492908	-100.0	-0.35233104	-100.0	-0.30581278	-100.0	-0.2274474	-100.0	-0.4020757	-100.0
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.1916716	-100.0	-100.0	-0.46963954	-0.19268136	-100.0	-0.19998981	-100.0	-0.18730462	-100.0	-0.7438886	-100.0	-0.7354506	-100.0	-0.775483	-100.0	-0.1858789	-100.0	-0.298032	-100.0	-0.3110468	-100.0	-0.24707182	-100.0	-100.0	-0.61481065	-0.78649986	-100.0	-0.15288639	-100.0	-0.18504618	-100.0	-0.32877126	-100.0
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.18780927	-100.0	-0.5094493	-100.0	-0.23048471	-100.0	-0.21992114	-100.0	-0.5795434	-100.0	-0.28714055	-100.0	-0.57056296	-100.0	-0.5876924	-100.0	-0.28726637	-100.0	-0.31461605	-100.0	-0.20964123	-100.0	-0.4660973	-100.0	-0.599329	-100.0	-100.0	-0.72559756	-0.32924354	-100.0	-0.3509203	-100.0	-0.51313084	-100.0
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.79971737	-100.0	-0.49427947	-100.0	-0.372072	-100.0	-0.58961046	-100.0	-100.0	-0.58514124	-100.0	-0.27005962	-0.24864605	-100.0	-0.61512035	-100.0	-0.8434011	-100.0	-0.29443297	-100.0	-100.0	-0.34526592	-0.28187692	-100.0	-100.0	-0.38510117	-0.63438576	-100.0	-0.49052814	-100.0	-0.50801915	-100.0	-0.5616517	-100.0
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.23621075	-100.0	-0.55926836	-100.0	-0.27072185	-100.0	-0.22869466	-100.0	-0.23666951	-100.0	-0.18423721	-100.0	-0.15055579	-100.0	-0.15913571	-100.0	-0.15273736	-100.0	-0.36516574	-100.0	-0.92573524	-100.0	-0.1998939	-100.0	-100.0	-0.79325384	-0.42484435	-100.0	-0.13700655	-100.0	-0.151881	-100.0	-0.13080019	-100.0
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-100.0	-0.6268504	-0.40136296	-100.0	-0.24095419	-100.0	-0.18183722	-100.0	-0.12909214	-100.0	-0.90225184	-100.0	-0.2628418	-100.0	-0.2864419	-100.0	-0.26623747	-100.0	-0.27016178	-100.0	-0.5881437	-100.0	-0.2955226	-100.0	-0.404175	-100.0	-0.6037987	-100.0	-0.13591427	-100.0	-0.27424225	-100.0	-0.31328428	-100.0
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.1469439	-100.0	-0.20829648	-100.0	-0.23651645	-100.0	-0.19711486	-100.0	-0.3691828	-100.0	-0.3559831	-100.0	-0.224834	-100.0	-0.20983054	-100.0	-0.3254108	-100.0	-0.25407997	-100.0	-0.19527368	-100.0	-0.16572265	-100.0	-0.26839736	-100.0	-0.57820284	-100.0	-0.28627768	-100.0	-0.16466215	-100.0	-0.8065779	-100.0
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.78443205	-100.0	-0.23526464	-100.0	-0.5850236	-100.0	-0.39769363	-100.0	-0.18358637	-100.0	-0.9527426	-100.0	-0.2611697	-100.0	-0.2474122	-100.0	-0.6012057	-100.0	-0.3032176	-100.0	-0.29225606	-100.0	-0.35210633	-100.0	-0.3327107	-100.0	-0.20415169	-100.0	-0.2571596	-100.0	-0.33414313	-100.0	-0.23581651	-100.0
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.7275144	-100.0	-0.22152239	-100.0	-100.0	-0.78769094	-100.0	-0.86913437	-0.44816414	-100.0	-0.3440713	-100.0	-0.28745404	-100.0	-0.15104821	-100.0	-0.21509963	-100.0	-0.3637208	-100.0	-0.36402148	-100.0	-0.19216691	-100.0	-0.5265679	-100.0	-0.8069944	-100.0	-0.33871022	-100.0	-0.22351566	-100.0	-100.0	-0.69278926
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100.0	-0.6263058	-100.0	-0.8725328	-0.5954696	-100.0	-0.22638328	-100.0	-0.35269397	-100.0	-100.0	-0.6212652	-100.0	-0.6140126	-0.41735283	-100.0	-100.0	-0.53593516	-100.0	-0.29392806	-100.0	-0.4605617	-0.5452584	-100.0	-100.0	-0.19814648	-100.0	-0.5211996	-100.0	-0.6144214	-100.0	-0.3696553	-100.0	-0.22118698
