prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.14617895	-100	-0.46483484	-100.0	-0.18899941	-100	-0.1677762	-100.0	-0.26426458	-100.0	-100.0	-0.77307045	-0.1308304	-100	-0.12542853	-100	-0.26274177	-100	-0.19501047	-100	-100.0	-0.60163486	-0.21434657	-100	-0.33041272	-100	-0.3348507	-100	-0.15424018	-100.0	-0.070860066	-100	-0.20790249	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.18626457	-100	-0.18898933	-100.0	-0.1631505	-100	-0.1693396	-100.0	-0.5769173	-100.0	-0.27987716	-100.0	-0.22782147	-100	-0.29413217	-100	-0.21430786	-100	-0.19639616	-100	-0.53853583	-100.0	-0.15135716	-100	-0.26250058	-100	-0.20183127	-100	-0.12601575	-100.0	-0.26626655	-100	-0.2658655	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.257214	-100	-100.0	-0.63708353	-0.17574064	-100	-0.8387226	-100.0	-0.5360725	-100.0	-100.0	-1.1476845	-0.114136375	-100	-0.65047896	-100	-0.20033982	-100	-0.30541277	-100	-0.76601493	-100.0	-0.31667215	-100	-0.39916095	-100	-0.539646	-100	-0.3834918	-100.0	-0.13205278	-100	-0.24108957	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.16841634	-100	-0.21127374	-100.0	-0.13882746	-100	-0.448735	-100.0	-0.23772596	-100.0	-100.0	-0.3412815	-0.48924217	-100	-0.8055537	-100	-0.29151437	-100	-0.30602062	-100	-0.44775152	-100.0	-0.20510755	-100	-0.40997308	-100	-0.7592448	-100	-0.3649272	-100.0	-0.2970379	-100	-0.37216187	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.1609099	-100	-0.15210228	-100.0	-0.110496975	-100	-0.252502	-100.0	-0.2576859	-100.0	-0.23678695	-100.0	-0.17393877	-100	-0.51940304	-100	-0.14027764	-100	-0.147705	-100	-0.2824647	-100.0	-0.1244323	-100	-0.17480724	-100	-0.29042083	-100	-0.09676021	-100.0	-0.1135468	-100	-0.13452911	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.166221	-100	-0.16897099	-100.0	-0.14154355	-100	-0.27573687	-100.0	-0.29106525	-100.0	-0.8456745	-100.0	-0.48629585	-100	-0.17739865	-100	-0.13017933	-100	-0.11661596	-100	-0.261733	-100.0	-0.17437303	-100	-0.15768273	-100	-0.2533117	-100	-0.11713208	-100.0	-0.08855174	-100	-0.25791886	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.2313421	-100	-0.22194046	-100.0	-0.25801396	-100	-0.18584467	-100.0	-0.20380825	-100.0	-0.25109172	-100.0	-0.3249034	-100	-0.20978224	-100	-0.2784158	-100	-0.24562551	-100	-0.2845166	-100.0	-0.17186964	-100	-0.19447108	-100	-0.77752465	-100	-0.14171599	-100.0	-0.24519552	-100	-0.6811785	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.35599357	-100	-0.3791667	-100.0	-0.22423346	-100	-0.41983604	-100.0	-0.19602026	-100.0	-0.22794035	-100.0	-0.79725856	-100	-0.3004377	-100	-0.21347664	-100	-0.3613158	-100	-0.26090968	-100.0	-0.13453697	-100	-0.12502317	-100	-0.3176186	-100	-0.30341148	-100.0	-0.30107298	-100	-0.44093567	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.31328118	-100	-0.20612483	-100.0	-0.3473473	-100	-0.30916473	-100.0	-0.204798	-100.0	-0.40985966	-100.0	-0.17023578	-100	-0.40315935	-100	-0.22175072	-100	-0.3785354	-100	-0.21330032	-100.0	-0.21243852	-100	-0.23419367	-100	-0.83671945	-100	-0.14870568	-100.0	-0.2575545	-100	-0.1912185	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.22478257	-100	-0.33378002	-100.0	-0.36877745	-100	-0.23228787	-100.0	-0.2559474	-100.0	-0.41771436	-100.0	-0.7049899	-100	-100.0	-100	-0.539979	-100	-0.40046534	-100	-0.782203	-100.0	-0.2170631	-100	-0.2670539	-100	-0.3787555	-100	-100.0	-0.2573814	-0.19112445	-100	-0.40367946	-100
