prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.18751718	-100	-0.22173806	-100	-0.25260767	-100.0	-0.21835235	-100.0	-0.32600793	-100.0	-0.26452416	-100.0	-0.24885502	-100.0	-0.21128428	-100	-0.14048025	-100	-0.26112682	-100	-0.3410323	-100.0	-0.18071581	-100	-0.33865368	-100.0	-0.44496486	-100.0	-0.18042777	-100	-0.1667876	-100	-0.3265526	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.17732976	-100	-0.2825808	-100	-0.19520172	-100.0	-0.16269381	-100.0	-0.17402218	-100.0	-0.22930224	-100.0	-0.5613662	-100.0	-0.1524225	-100	-0.2344141	-100	-0.23066305	-100	-0.8165853	-100.0	-0.15711665	-100	-0.11710669	-100.0	-0.21736683	-100.0	-0.14594153	-100	-0.16172424	-100	-0.61481345	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.19781211	-100	-0.24199334	-100	-0.18431805	-100.0	-0.26670632	-100.0	-0.30048493	-100.0	-0.6305558	-100.0	-100.0	-0.5868086	-0.20918751	-100	-0.25035417	-100	-0.16118775	-100	-0.2807607	-100.0	-0.6812243	-100	-0.16078188	-100.0	-0.25269425	-100.0	-0.19855656	-100	-0.30567756	-100	-0.7072881	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.46140757	-100	-0.22520544	-100	-100.0	-0.7174491	-0.32004207	-100.0	-100.0	-0.6866511	-100.0	-0.74777293	-100.0	-0.49144527	-0.3874687	-100	-0.25603732	-100	-0.31511655	-100	-100.0	-0.5539073	-0.44641095	-100	-100.0	-0.8199162	-0.21979816	-100.0	-0.51626503	-100	-0.42878833	-100	-0.25239953	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.14298941	-100	-0.22595865	-100	-0.18569933	-100.0	-0.23657541	-100.0	-0.19859785	-100.0	-1.0365266	-100.0	-0.10352153	-100.0	-0.2967794	-100	-0.17542833	-100	-0.0976235	-100	-0.40615597	-100.0	-0.12810391	-100	-0.08162482	-100.0	-0.1372829	-100.0	-0.08822351	-100	-0.14829832	-100	-0.12736082	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.10257488	-100	-0.27928087	-100	-0.17648475	-100.0	-0.13620615	-100.0	-0.15490907	-100.0	-0.24639478	-100.0	-0.13473316	-100.0	-0.1305862	-100	-0.17592946	-100	-0.102528855	-100	-0.33650288	-100.0	-0.20762195	-100	-0.19659452	-100.0	-0.18077978	-100.0	-0.12913339	-100	-0.15580241	-100	-0.11612989	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.24718185	-100	-0.36190358	-100	-0.237191	-100.0	-0.24784938	-100.0	-0.18485542	-100.0	-0.7966941	-100.0	-0.17241871	-100.0	-0.30803174	-100	-0.29182422	-100	-0.10766278	-100	-0.18621045	-100.0	-0.1769364	-100	-0.19795085	-100.0	-0.2711553	-100.0	-0.15013224	-100	-0.16743247	-100	-0.30776477	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.5829176	-100	-0.35429895	-100	-0.2128405	-100.0	-0.17585513	-100.0	-0.13859493	-100.0	-0.35928947	-100.0	-0.5497117	-100.0	-0.30305383	-100	-0.43864277	-100	-0.24405724	-100	-0.35280544	-100.0	-0.25283712	-100	-0.14272635	-100.0	-0.30476177	-100.0	-0.13207997	-100	-0.18468785	-100	-0.40983889	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.32370713	-100	-0.13411176	-100	-0.2411759	-100.0	-0.32654276	-100.0	-0.18690841	-100.0	-0.41147435	-100.0	-0.14710525	-100.0	-1.4599079	-100	-0.19207951	-100	-0.37370366	-100	-0.31808048	-100.0	-0.15373369	-100	-0.54967076	-100.0	-0.3794315	-100.0	-0.17944057	-100	-0.24392517	-100	-0.2455659	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.30445662	-100	-0.44518766	-100	-0.5119834	-100.0	-0.36103395	-100.0	-100.0	-0.7326222	-100.0	-0.6618788	-0.6438419	-100.0	-0.31366512	-100	-0.72550964	-100	-0.37606734	-100	-100.0	-0.397498	-0.2299422	-100	-0.23692703	-100.0	-0.38048258	-100.0	-0.3286124	-100	-0.38657308	-100	-0.29504237	-100
