prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.25473693	-100.0	-0.37459323	-100.0	-0.28736162	-100	-0.464902	-100	-0.23168571	-100.0	-100.0	-0.5073179	-0.2783214	-100.0	-0.43407658	-100.0	-0.19870742	-100.0	-100.0	-0.6881888	-0.36278585	-100.0	-0.3095655	-100.0	-0.3086153	-100.0	-0.54633737	-100.0	-0.56523496	-100.0	-0.22301456	-100.0	-0.36836314	-100.0
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.23607059	-100.0	-0.20189531	-100.0	-0.37997746	-100	-0.44766015	-100	-0.6235191	-100.0	-0.6266756	-100.0	-0.36323255	-100.0	-100.0	-0.43504554	-0.24677752	-100.0	-100.0	-0.68611485	-100.0	-0.85081476	-0.29215205	-100.0	-0.8002006	-100.0	-100.0	-0.47950733	-0.22334762	-100.0	-0.26378214	-100.0	-0.20842971	-100.0
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.2877603	-100.0	-0.74929357	-100.0	-0.23459752	-100	-0.35739475	-100	-100.0	-0.49232957	-100.0	-0.8875116	-0.5353671	-100.0	-0.78508466	-100.0	-0.3816627	-100.0	-100.0	-0.7357338	-0.40118653	-100.0	-0.39044157	-100.0	-0.3996964	-100.0	-100.0	-0.7180831	-0.5304688	-100.0	-0.7940774	-100.0	-0.65385145	-100.0
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100.0	-0.43255314	-0.75910914	-100.0	-0.2774687	-100	-0.4045634	-100	-0.4944643	-100.0	-100.0	-0.47624522	-0.5792271	-100.0	-0.12197146	-100.0	-0.7756124	-100.0	-0.69355935	-100.0	-100.0	-0.5748339	-0.29939833	-100.0	-0.28045753	-100.0	-100.0	-0.73398113	-0.11637936	-100.0	-0.6725891	-100.0	-100.0	-0.6537901
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.10509551	-100.0	-0.16681407	-100.0	-0.36712024	-100	-0.28659692	-100	-0.2577331	-100.0	-0.5441139	-100.0	-0.14900367	-100.0	-0.14694534	-100.0	-0.14847746	-100.0	-0.53779674	-100.0	-100.0	-0.7552717	-0.19093342	-100.0	-0.6614669	-100.0	-0.5196146	-100.0	-0.21563695	-100.0	-0.18349922	-100.0	-0.32482585	-100.0
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.30901185	-100.0	-0.29672945	-100.0	-0.27735388	-100	-0.2788561	-100	-0.2763182	-100.0	-0.38386738	-100.0	-0.724613	-100.0	-0.114444435	-100.0	-0.2185066	-100.0	-0.29410312	-100.0	-0.5295039	-100.0	-0.17617014	-100.0	-0.4262662	-100.0	-0.45095637	-100.0	-0.08870674	-100.0	-0.18522298	-100.0	-0.21091518	-100.0
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.23558111	-100.0	-0.45982507	-100.0	-0.22609644	-100	-0.119083844	-100	-0.5942414	-100.0	-0.58474624	-100.0	-0.20899011	-100.0	-0.17377883	-100.0	-0.334917	-100.0	-0.7007121	-100.0	-0.25909707	-100.0	-0.14876647	-100.0	-0.25541323	-100.0	-0.2010733	-100.0	-0.19501968	-100.0	-0.20730378	-100.0	-0.19413406	-100.0
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.22791925	-100.0	-0.15665714	-100.0	-0.26161504	-100	-0.28285006	-100	-100.0	-0.54331565	-0.43927824	-100.0	-0.43873504	-100.0	-0.14918037	-100.0	-0.18875937	-100.0	-0.3932127	-100.0	-0.32260877	-100.0	-0.23287266	-100.0	-0.17320216	-100.0	-0.30659476	-100.0	-0.24539648	-100.0	-0.30293083	-100.0	-100.0	-0.60774595
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.7380904	-100.0	-0.3187944	-100.0	-0.4419143	-100	-0.38521445	-100	-0.6523675	-100.0	-0.24889128	-100.0	-0.28343305	-100.0	-0.26804367	-100.0	-0.37698218	-100.0	-0.6218935	-100.0	-0.3283858	-100.0	-0.25295496	-100.0	-0.45268375	-100.0	-0.25848994	-100.0	-0.4478114	-100.0	-0.3410152	-100.0	-0.48559	-100.0
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100.0	-0.37814772	-0.51546896	-100.0	-0.38501516	-100	-0.35174417	-100	-0.51914835	-100.0	-100.0	-0.41472578	-100.0	-0.36488703	-0.7850774	-100.0	-100.0	-0.7336593	-100.0	-0.6106085	-0.6899882	-100.0	-0.5597686	-100.0	-100.0	-0.29458204	-0.7505312	-100.0	-0.31202137	-100.0	-100.0	-0.37612963	-100.0	-0.7573676
