prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.37072873	-100.0	-100.0	-0.53726214	-0.3957001	-100.0	-0.26278752	-100	-0.23173973	-100.0	-0.8799449	-100.0	-0.79816717	-100.0	-0.22077689	-100.0	-0.21809532	-100.0	-0.55326194	-100.0	-100.0	-0.6628241	-0.46480104	-100.0	-0.8325528	-100.0	-0.89171773	-100.0	-0.1394703	-100.0	-0.21661888	-100.0	-0.2840939	-100.0
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.13306928	-100.0	-0.41907245	-100.0	-0.3469093	-100.0	-0.37685907	-100	-0.39714503	-100.0	-100.0	-0.25436687	-100.0	-0.8049317	-0.20761183	-100.0	-0.2272519	-100.0	-100.0	-0.67420065	-0.50585437	-100.0	-0.26403388	-100.0	-100.0	-0.7390514	-0.6454747	-100.0	-0.18819936	-100.0	-0.21750714	-100.0	-0.5298112	-100.0
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.2585162	-100.0	-100.0	-0.7333272	-0.39290762	-100.0	-0.66872776	-100	-0.23637827	-100.0	-100.0	-0.8148309	-0.885017	-100.0	-0.29462788	-100.0	-0.24656166	-100.0	-0.36401796	-100.0	-100.0	-0.3491263	-100.0	-0.89469504	-0.5664685	-100.0	-0.8036818	-100.0	-0.13297817	-100.0	-0.7646397	-100.0	-0.4241812	-100.0
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.4443945	-100.0	-0.37288558	-100.0	-100.0	-0.6485899	-0.51536274	-100	-100.0	-0.73745716	-0.25386682	-100.0	-0.61982286	-100.0	-0.15592465	-100.0	-0.63173103	-100.0	-100.0	-0.6171076	-100.0	-0.87757486	-0.11729293	-100.0	-100.0	-0.8468853	-100.0	-0.3348191	-0.11623962	-100.0	-0.3749584	-100.0	-100.0	-0.80744404
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.19943906	-100.0	-0.24238852	-100.0	-0.3245274	-100.0	-0.246145	-100	-0.32323968	-100.0	-0.21734045	-100.0	-0.18123938	-100.0	-0.14671525	-100.0	-0.2543293	-100.0	-0.14709434	-100.0	-100.0	-0.40859407	-0.16100115	-100.0	-0.4936668	-100.0	-0.31969023	-100.0	-0.14307034	-100.0	-0.12111025	-100.0	-0.17445967	-100.0
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.172019	-100.0	-0.20028126	-100.0	-0.21278429	-100.0	-0.12035977	-100	-100.0	-0.8392409	-0.75453264	-100.0	-0.1127887	-100.0	-0.21734735	-100.0	-0.19759719	-100.0	-0.15230277	-100.0	-0.37582445	-100.0	-0.16889131	-100.0	-0.2741325	-100.0	-0.64029145	-100.0	-0.12195779	-100.0	-0.27717766	-100.0	-0.18006726	-100.0
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.48569232	-100.0	-0.14610134	-100.0	-0.19981858	-100.0	-0.22554877	-100	-0.33381915	-100.0	-0.18630654	-100.0	-0.18392302	-100.0	-0.19354428	-100.0	-0.32546207	-100.0	-0.23096786	-100.0	-0.5507137	-100.0	-0.1763382	-100.0	-0.63281846	-100.0	-0.21399914	-100.0	-0.1454235	-100.0	-0.28398764	-100.0	-0.22043726	-100.0
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.58505756	-100.0	-0.37853026	-100.0	-0.27427596	-100.0	-0.24273394	-100	-0.25362852	-100.0	-0.3367177	-100.0	-0.19025937	-100.0	-0.18602362	-100.0	-0.20379318	-100.0	-0.3936135	-100.0	-0.24591975	-100.0	-0.18050832	-100.0	-0.5920901	-100.0	-0.35424933	-100.0	-0.40838936	-100.0	-0.25259233	-100.0	-0.24955368	-100.0
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.44949672	-100.0	-0.6969911	-100.0	-0.24997029	-100.0	-0.3972669	-100	-0.20154613	-100.0	-0.37868926	-100.0	-0.18415709	-100.0	-0.15861149	-100.0	-0.702671	-100.0	-0.71586305	-100.0	-0.50469494	-100.0	-0.25118244	-100.0	-0.30539602	-100.0	-0.33134285	-100.0	-0.52670544	-100.0	-0.24198568	-100.0	-0.3267357	-100.0
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100.0	-0.6012759	-100.0	-0.3944076	-0.8705854	-100.0	-0.23960726	-100	-0.3810434	-100.0	-100.0	-0.49180654	-100.0	-0.5421945	-0.2975792	-100.0	-0.51154953	-100.0	-100.0	-0.24912499	-100.0	-0.7996447	-0.31222424	-100.0	-100.0	-0.5147438	-100.0	-0.6375656	-100.0	-0.4155666	-0.6750897	-100.0	-100.0	-0.35075307
