prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.1625694	-100	-0.21307208	-100.0	-0.18128183	-100	-0.19208205	-100.0	-0.3909114	-100.0	-0.38001984	-100.0	-0.3973129	-100	-0.29460052	-100	-0.3619617	-100	-0.20146884	-100	-0.16934258	-100.0	-0.16245496	-100	-0.1557829	-100	-0.53360766	-100.0	-0.11052034	-100	-0.08300896	-100	-0.46288833	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.12977022	-100	-0.66069674	-100.0	-0.25922596	-100	-0.8125776	-100.0	-0.32349804	-100.0	-0.25106966	-100.0	-0.11937563	-100	-0.17097564	-100	-0.23474652	-100	-0.7139553	-100	-0.8162906	-100.0	-0.13354766	-100	-0.19443734	-100	-0.20640239	-100.0	-0.09965034	-100	-0.13795868	-100	-0.20340288	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.27762723	-100	-0.85930926	-100.0	-0.25361684	-100	-0.42294675	-100.0	-0.66203666	-100.0	-0.22932696	-100.0	-0.30668628	-100	-0.25332206	-100	-0.24390632	-100	-0.27448583	-100	-100.0	-0.908658	-0.57036906	-100	-0.84902143	-100	-0.52672267	-100.0	-0.123871796	-100	-0.36792016	-100	-0.2528431	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.31448355	-100	-0.6598563	-100.0	-0.4059425	-100	-0.12255429	-100.0	-0.23953243	-100.0	-0.6040388	-100.0	-0.19625124	-100	-0.18299448	-100	-0.35183498	-100	-0.3981791	-100	-0.33714566	-100.0	-0.15088442	-100	-0.2255605	-100	-0.37649536	-100.0	-0.10810761	-100	-0.15926158	-100	-0.41320124	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.09849671	-100	-0.20617543	-100.0	-0.22406596	-100	-0.2139008	-100.0	-0.18280318	-100.0	-0.25070563	-100.0	-0.08575456	-100	-0.097083904	-100	-0.2331878	-100	-0.14852615	-100	-0.38675207	-100.0	-0.089119576	-100	-0.34910503	-100	-0.27416533	-100.0	-0.102728516	-100	-0.2944401	-100	-0.091109194	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.2201705	-100	-0.10502957	-100.0	-0.13007525	-100	-0.4554245	-100.0	-0.16286469	-100.0	-100.0	-0.94768065	-0.12973419	-100	-0.119486116	-100	-0.13781191	-100	-0.12685373	-100	-0.20444088	-100.0	-0.12177412	-100	-0.104604684	-100	-0.5871081	-100.0	-0.13566262	-100	-0.1811633	-100	-0.42781666	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.2675076	-100	-0.24272019	-100.0	-0.13777785	-100	-0.21015318	-100.0	-0.1238865	-100.0	-0.58337474	-100.0	-0.16698544	-100	-0.3944902	-100	-0.17263149	-100	-0.24978617	-100	-0.26773232	-100.0	-0.15704942	-100	-0.1972424	-100	-0.2808604	-100.0	-0.11448004	-100	-0.17199394	-100	-0.31267378	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.65944475	-100	-0.2299125	-100.0	-0.2889844	-100	-0.22098593	-100.0	-0.14421141	-100.0	-0.83968127	-100.0	-0.39654619	-100	-0.18244718	-100	-0.49081302	-100	-0.42233637	-100	-0.4179202	-100.0	-0.12929393	-100	-0.20707206	-100	-0.16070543	-100.0	-0.5165875	-100	-0.118670456	-100	-0.32972133	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.4063837	-100	-0.1985365	-100.0	-0.22196917	-100	-0.49752837	-100.0	-0.19941416	-100.0	-0.18819885	-100.0	-0.18673366	-100	-0.17278945	-100	-0.1828371	-100	-0.35370383	-100	-0.30946034	-100.0	-0.37557974	-100	-0.15441497	-100	-0.22252017	-100.0	-0.20494826	-100	-0.19649962	-100	-0.18664725	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.58230096	-100	-0.8905706	-100.0	-0.5257965	-100	-0.276734	-100.0	-100.0	-0.82793915	-100.0	-0.5972826	-0.59502196	-100	-0.8184073	-100	-0.25362444	-100	-0.59225094	-100	-100.0	-1.3750005	-0.39599863	-100	-0.6249056	-100	-100.0	-0.643049	-0.33301368	-100	-0.2027528	-100	-0.37775606	-100
