prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.26384172	-100.0	-100.0	-1.039001	-0.32180107	-100.0	-0.27306324	-100.0	-0.7301743	-100.0	-0.37647372	-100.0	-0.24107493	-100.0	-0.23245579	-100	-0.29531187	-100	-100.0	-0.5640471	-100.0	-1.0269432	-0.42988548	-100.0	-100.0	-0.8703978	-100.0	-0.5877834	-0.20861296	-100.0	-0.21762182	-100.0	-0.23169012	-100.0
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.23976217	-100.0	-0.7360611	-100.0	-0.29985598	-100.0	-0.29637793	-100.0	-100.0	-0.49268708	-100.0	-0.731483	-0.41651642	-100.0	-0.2924123	-100	-0.3292481	-100	-0.26862735	-100.0	-0.9172021	-100.0	-0.26046845	-100.0	-0.47875416	-100.0	-0.4644764	-100.0	-0.39119083	-100.0	-100.0	-0.34608826	-0.3984361	-100.0
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.42207688	-100.0	-0.6146311	-100.0	-0.30009356	-100.0	-0.44482276	-100.0	-0.3874904	-100.0	-0.36178064	-100.0	-0.6106319	-100.0	-0.20183651	-100	-0.5373362	-100	-0.4385402	-100.0	-100.0	-0.60380936	-0.3996909	-100.0	-0.6516331	-100.0	-100.0	-0.53794265	-0.29174292	-100.0	-0.6327444	-100.0	-0.67925906	-100.0
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100.0	-0.51085544	-100.0	-0.60177475	-0.29323372	-100.0	-0.24825451	-100.0	-0.5154554	-100.0	-100.0	-0.49440002	-100.0	-0.5126748	-0.21347266	-100	-0.30381313	-100	-0.79094976	-100.0	-100.0	-0.62763625	-0.24649522	-100.0	-100.0	-0.6620117	-0.6389538	-100.0	-0.39785483	-100.0	-0.46494314	-100.0	-0.7881607	-100.0
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.10813451	-100.0	-0.32430372	-100.0	-0.22158994	-100.0	-0.15749411	-100.0	-0.24450515	-100.0	-0.54746026	-100.0	-0.29368344	-100.0	-0.10731641	-100	-0.35989708	-100	-0.28871003	-100.0	-0.22742714	-100.0	-0.1643728	-100.0	-0.4916611	-100.0	-100.0	-0.6277025	-0.1551602	-100.0	-0.21448173	-100.0	-0.4275431	-100.0
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.2643816	-100.0	-0.39539948	-100.0	-0.37163788	-100.0	-0.28914538	-100.0	-0.1540112	-100.0	-0.828174	-100.0	-0.16862762	-100.0	-0.11450511	-100	-0.34545475	-100	-0.23682676	-100.0	-0.17546263	-100.0	-0.18204223	-100.0	-0.18117358	-100.0	-0.410888	-100.0	-0.19724573	-100.0	-0.33452365	-100.0	-0.19679637	-100.0
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.18873744	-100.0	-0.36251387	-100.0	-0.34448087	-100.0	-0.18460275	-100.0	-0.5333248	-100.0	-0.2752312	-100.0	-0.16776027	-100.0	-0.23608977	-100	-0.29658982	-100	-0.41639918	-100.0	-0.40454206	-100.0	-0.1651539	-100.0	-0.27013436	-100.0	-100.0	-0.7773943	-0.17462127	-100.0	-0.21287611	-100.0	-0.21329744	-100.0
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.27141917	-100.0	-0.3086492	-100.0	-0.45528668	-100.0	-0.19373772	-100.0	-0.5267016	-100.0	-0.39951807	-100.0	-0.43503153	-100.0	-0.20278192	-100	-0.2703147	-100	-0.35649687	-100.0	-0.73873	-100.0	-0.19513972	-100.0	-0.34633565	-100.0	-0.37004787	-100.0	-0.18772045	-100.0	-0.1702398	-100.0	-100.0	-0.59589815
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.56622994	-100.0	-0.25502893	-100.0	-0.24440469	-100.0	-0.41066393	-100.0	-0.32945234	-100.0	-0.37362647	-100.0	-0.17590594	-100.0	-0.36044094	-100	-0.22861369	-100	-0.6229255	-100.0	-0.66581374	-100.0	-0.25417927	-100.0	-0.36563858	-100.0	-0.32731277	-100.0	-0.21123649	-100.0	-0.25747687	-100.0	-0.48937428	-100.0
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.70694524	-100.0	-100.0	-0.5566689	-0.34080476	-100.0	-0.419597	-100.0	-100.0	-0.16443828	-100.0	-0.37504596	-0.4289772	-100.0	-0.17996448	-100	-0.856652	-100	-0.4744297	-100.0	-100.0	-0.23713517	-0.3314145	-100.0	-0.6932489	-100.0	-100.0	-0.21449369	-100.0	-0.25228527	-100.0	-0.7307219	-100.0	-0.630631
